"Symbol","Synonym Symbol","Scientific Name with Author","National Common Name","Family"
"ELRO2","ELROO","Eleocharis rostellata (Torr.) Torr. var. occidentalis S. Watson","","Cyperaceae"
"ELRO2","SCRO6","Scirpus rostellatus Torr.","","Cyperaceae"
"FIMBR","","Fimbristylis Vahl","fimbry","Cyperaceae"
"FIPU","","Fimbristylis puberula (Michx.) Vahl","hairy fimbry","Cyperaceae"
"FIPUI","","Fimbristylis puberula (Michx.) Vahl var. interior (Britton) Kral","hairy fimbry","Cyperaceae"
"FIPUI","FIIN2","Fimbristylis interior Britton","","Cyperaceae"
"FITH","","Fimbristylis thermalis S. Watson","hot springs fimbry","Cyperaceae"
"FITH","FISP","Fimbristylis spadicea auct. non (L.) Vahl","","Cyperaceae"
"FITH","SCSP3","Scirpus spadiceus auct. non L.","","Cyperaceae"
"SCAC3","","Schoenoplectus acutus (Muhl. ex Bigelow) Á. Löve & D. Löve","hardstem bulrush","Cyperaceae"
"SCACO2","","Schoenoplectus acutus (Muhl. ex Bigelow) Á. Löve & D. Löve var. occidentalis (S. Watson) S.G. Sm.","tule","Cyperaceae"
"SCACO2","SCRU9","Schoenoplectus rubiginosus (Beetle) Soják p.p.","","Cyperaceae"
"SCACO2","SCACO4","Scirpus acutus Muhl. ex Bigelow var. occidentalis (S. Watson) Beetle","","Cyperaceae"
"SCACO2","SCOC5","Scirpus occidentalis (S. Watson) Chase","","Cyperaceae"
"SCACO2","SCRU11","Scirpus rubiginosus Beetle p.p.","","Cyperaceae"
"SCAM6","","Schoenoplectus americanus (Pers.) Volkart ex Schinz & R. Keller","chairmaker's bulrush","Cyperaceae"
"SCAM6","SCAM2","Scirpus americanus Pers.","","Cyperaceae"
"SCAM6","SCCH5","Scirpus chilensis Nees & Meyen ex Kunth","","Cyperaceae"
"SCAM6","SCCO17","Scirpus conglomeratus Kunth","","Cyperaceae"
"SCAM6","SCOL","Scirpus olneyi A. Gray","","Cyperaceae"
"SCAM6","SCPUL2","Scirpus pungens Vahl var. longisetus Benth. & F. Muell.","","Cyperaceae"
"SCCO","","Scirpus congdonii Britton","Congdon's bulrush","Cyperaceae"
"SCHOE4","","Schoenus L.","bogrush","Cyperaceae"
"SCHOE6","","Schoenoplectus (Rchb.) Palla","bulrush","Cyperaceae"
"SCIRP","","Scirpus L.","bulrush","Cyperaceae"
"SCMI2","","Scirpus microcarpus J. Presl & C. Presl","panicled bulrush","Cyperaceae"
"SCMI2","SCMIL","Scirpus microcarpus J. Presl & C. Presl var. longispicatus M. Peck","","Cyperaceae"
"SCMI2","SCMIR","Scirpus microcarpus J. Presl & C. Presl var. rubrotinctus (Fernald) M.E. Jones","","Cyperaceae"
"SCMI2","SCRU5","Scirpus rubrotinctus Fernald","","Cyperaceae"
"SCNE","","Scirpus nevadensis S. Watson","Nevada bulrush","Cyperaceae"
"SCNE","AMNE3","Amphiscirpus nevadensis (S. Watson) Oteng Yeboah","","Cyperaceae"
"SCNI","","Schoenus nigricans L.","black bogrush","Cyperaceae"
"SCPU10","","Schoenoplectus pungens (Vahl) Palla","common threesquare","Cyperaceae"
"SCPUL4","","Schoenoplectus pungens (Vahl) Palla var. longispicatus (Britton) S.G. Sm.","common threesquare","Cyperaceae"
"SCPUL4","SCAML","Scirpus americanus Pers. var. longispicatus Britton","","Cyperaceae"
"SCPUL4","SCPUL3","Scirpus pungens Vahl var. longispicatus (Britton) Roy L. Taylor & MacBryde","","Cyperaceae"
"SCTA2","","Schoenoplectus tabernaemontani (C.C. Gmel.) Palla","softstem bulrush","Cyperaceae"
"SCTA2","SCLAC","Schoenoplectus lacustris (L.) Palla ssp. creber (Fernald) Á. Löve & D. Löve","","Cyperaceae"
"SCTA2","SCLAT4","Schoenoplectus lacustris (L.) Palla ssp. tabernaemontani (C.C. Gmel.) Á. Löve & D. Löve","","Cyperaceae"
"SCTA2","SCLAV","Schoenoplectus lacustris (L.) Palla ssp. validus (Vahl) T. Koyama","","Cyperaceae"
"SCTA2","SCVA3","Schoenoplectus validus (Vahl) Á. Löve & D. Löve","","Cyperaceae"
"SCTA2","SCVAC2","Schoenoplectus validus (Vahl) Á. Löve & D. Löve ssp. creber (Fernald) Á. Löve & D. Löve","","Cyperaceae"
"SCTA2","SCVAL","Schoenoplectus validus (Vahl) Á. Löve & D. Löve ssp. luxurians (Miq.) Soják","","Cyperaceae"
"SCTA2","SCLAC2","Scirpus lacustris L. ssp. creber (Fernald) T. Koyama","","Cyperaceae"
"SCTA2","SCLAG2","Scirpus lacustris L. ssp. glaucus (Rchb.) Hartm.","","Cyperaceae"
"SCTA2","SCLAT2","Scirpus lacustris L. ssp. tabernaemontani (C.C. Gmel.) Syme","","Cyperaceae"
"SCTA2","SCLAV2","Scirpus lacustris L. ssp. validus (Vahl) T. Koyama","","Cyperaceae"
"SCTA2","SCTA80","Scirpus tabernaemontani C.C. Gmel.","","Cyperaceae"
"SCTA2","SCVA","Scirpus validus Vahl","","Cyperaceae"
"SCTA2","SCVAC","Scirpus validus Vahl var. creber Fernald","","Cyperaceae"
"DAGL2","","Datisca glomerata (C. Presl) Baill.","Durango root","Datiscaceae"
"DATIS","","Datisca L.","datisca","Datiscaceae"
"PTAQ","","Pteridium aquilinum (L.) Kuhn","western brackenfern","Dennstaedtiaceae"
"PTAQP2","","Pteridium aquilinum (L.) Kuhn var. pubescens Underw.","hairy brackenfern","Dennstaedtiaceae"
"PTAQP2","PTAQL2","Pteridium aquilinum (L.) Kuhn ssp. lanuginosum (Bong.) Hultén","","Dennstaedtiaceae"
"PTAQP2","PTAQL3","Pteridium aquilinum (L.) Kuhn var. lanuginosum (Bong.) Fernald","","Dennstaedtiaceae"
"PTERI","","Pteridium Gleditsch ex Scop.","brackenfern","Dennstaedtiaceae"
"DIFU2","","Dipsacus fullonum L.","Fuller's teasel","Dipsacaceae"
"DIFU2","DIFUF4","Dipsacus fullonum L. ssp. fullonum","","Dipsacaceae"
"DIFU2","DIFUS2","Dipsacus fullonum L. ssp. sylvestris (Huds.) Clapham","","Dipsacaceae"
"DIFU2","DISY","Dipsacus sylvestris Huds.","","Dipsacaceae"
"DIPSA","","Dipsacus L.","teasel","Dipsacaceae"
"ATAM","","Athyrium americanum (Butters) Maxon","alpine ladyfern","Dryopteridaceae"
"ATAM","ATAL4","Athyrium alpestre (Hoppe) Milde","","Dryopteridaceae"
"ATAM","ATALA","Athyrium alpestre (Hoppe) Milde ssp. americanum (Butters) Lellinger","","Dryopteridaceae"
"ATAM","ATALA2","Athyrium alpestre (Hoppe) Milde var. americanum Butters","","Dryopteridaceae"
"ATAM","ATALG","Athyrium alpestre (Hoppe) Milde var. gaspense Fernald","","Dryopteridaceae"
"ATAM","ATDIA2","Athyrium distentifolium Tausch ex Opiz ssp. americanum (Butters) Hultén","","Dryopteridaceae"
"ATAM","ATDIA3","Athyrium distentifolium Tausch ex Opiz var. americanum (Butters) B. Boivin","","Dryopteridaceae"
"ATFI","","Athyrium filix-femina (L.) Roth","common ladyfern","Dryopteridaceae"
"ATFIC","","Athyrium filix-femina (L.) Roth ssp. cyclosorum (Rupr.) C. Chr.","subarctic ladyfern","Dryopteridaceae"
"ATFIC","ATALC","Athyrium alpestre (Hoppe) Milde var. cyclosorum (Rupr.) T. Moore","","Dryopteridaceae"
"ATFIC","ATANB","Athyrium angustum (Willd.) C. Presl var. boreale Jennings","","Dryopteridaceae"
"ATFIC","ATANE","Athyrium angustum (Willd.) C. Presl var. elatius (Link) Butters","","Dryopteridaceae"
"ATFIC","ATCY2","Athyrium cyclosorum Rupr.","","Dryopteridaceae"
"ATFIC","ATFIC3","Athyrium filix-femina (L.) Roth var. californicum Butters","","Dryopteridaceae"
"ATFIC","ATFIC2","Athyrium filix-femina (L.) Roth var. cyclosorum (Rupr.) Ledeb.","","Dryopteridaceae"
"ATFIC","ATFIS","Athyrium filix-femina (L.) Roth var. sitchense (Rupr.) Ledeb.","","Dryopteridaceae"
"ATHYR","","Athyrium Roth","ladyfern","Dryopteridaceae"
"CYFR2","","Cystopteris fragilis (L.) Bernh.","brittle bladderfern","Dryopteridaceae"
"CYFR2","CYDI10","Cystopteris dickieana Sim","","Dryopteridaceae"
"CYFR2","CYFRD","Cystopteris fragilis (L.) Bernh. ssp. dickieana (Sim) Hyl.","","Dryopteridaceae"
"CYFR2","CYFRA","Cystopteris fragilis (L.) Bernh. var. angustata G. Lawson","","Dryopteridaceae"
"CYFR2","CYFRW","Cystopteris fragilis (L.) Bernh. var. woodsioides Christ","","Dryopteridaceae"
"CYFR2","FIFR","Filix fragilis (L.) Underw.","","Dryopteridaceae"
"CYSTO","","Cystopteris Bernh.","bladderfern","Dryopteridaceae"
"CYTE7","","Cystopteris tenuis (Michx.) Desv.","upland brittle bladderfern","Dryopteridaceae"
"CYTE7","CYFRM","Cystopteris fragilis (L.) Bernh. var. mackayi G. Lawson","","Dryopteridaceae"
"DRFI2","","Dryopteris filix-mas (L.) Schott","male fern","Dryopteridaceae"
"DRYOP","","Dryopteris Adans.","woodfern","Dryopteridaceae"
"POKR","","Polystichum kruckebergii W.H. Wagner","Kruckeberg's hollyfern","Dryopteridaceae"
"POLO4","","Polystichum lonchitis (L.) Roth","northern hollyfern","Dryopteridaceae"
"POLO4","POMOL","Polystichum mohrioides (Bory) C. Presl var. lemmonii (Underw.) Fernald","","Dryopteridaceae"
"POLYS","","Polystichum Roth","hollyfern","Dryopteridaceae"
"POSC5","","Polystichum scopulinum (D.C. Eaton) Maxon","mountain hollyfern","Dryopteridaceae"
"POSC5","POMOS","Polystichum mohrioides (Bory) C. Presl var. scopulinum (D.C. Eaton) Fernald","","Dryopteridaceae"
"WOODS","","Woodsia R. Br.","cliff fern","Dryopteridaceae"
"WOOR","","Woodsia oregana D.C. Eaton","Oregon cliff fern","Dryopteridaceae"
"WOORC2","","Woodsia oregana D.C. Eaton ssp. cathcartiana (B.L. Rob.) Windham","Oregon cliff fern","Dryopteridaceae"
"WOORC2","WOCA","Woodsia cathcartiana B.L. Rob.","","Dryopteridaceae"
"WOORC2","WOORC","Woodsia oregana D.C. Eaton var. cathcartiana (B.L. Rob.) Morton","","Dryopteridaceae"
"WOORO","","Woodsia oregana D.C. Eaton ssp. oregana","Oregon cliff fern","Dryopteridaceae"
"WOSC","","Woodsia scopulina D.C. Eaton","Rocky Mountain woodsia","Dryopteridaceae"
"WOSCL","","Woodsia scopulina D.C. Eaton ssp. laurentiana Windham","Laurent's cliff fern","Dryopteridaceae"
"WOSCS","","Woodsia scopulina D.C. Eaton ssp. scopulina","Rocky Mountain woodsia","Dryopteridaceae"
"WOSCS","WOORL","Woodsia oregana D.C. Eaton var. lyallii (Hook.) B. Boivin","","Dryopteridaceae"
"ELAEA","","Elaeagnus L.","oleaster","Elaeagnaceae"
"ELAN","","Elaeagnus angustifolia L.","Russian olive","Elaeagnaceae"
"ELAN","ELANO2","Elaeagnus angustifolia L. var. orientalis (L.) Kuntze","","Elaeagnaceae"
"SHAR","","Shepherdia argentea (Pursh) Nutt.","silver buffaloberry","Elaeagnaceae"
"SHAR","ELUT","Elaeagnus utilis A. Nelson","","Elaeagnaceae"
"SHAR","LEAR10","Lepargyrea argentea (Pursh) Greene","","Elaeagnaceae"
"SHCA","","Shepherdia canadensis (L.) Nutt.","russet buffaloberry","Elaeagnaceae"
"SHCA","ELCA15","Elaeagnus canadensis (L.) A. Nelson","","Elaeagnaceae"
"SHCA","LECA13","Lepargyrea canadensis (L.) Greene","","Elaeagnaceae"
"SHEPH","","Shepherdia Nutt.","buffaloberry","Elaeagnaceae"
"BERGI","","Bergia L.","bergia","Elatinaceae"
"BETE","","Bergia texana (Hook.) Seub. ex Walp.","Texas bergia","Elatinaceae"
"BETE","ELTE2","Elatine texana Hook.","","Elatinaceae"
"ELATI","","Elatine L.","waterwort","Elatinaceae"
"ELBR5","","Elatine brachysperma A. Gray","shortseed waterwort","Elatinaceae"
"ELBR5","ELOB","Elatine obovata (Fassett) H. Mason","","Elatinaceae"
"ELBR5","ELTRB2","Elatine triandra Schkuhr var. brachysperma (A. Gray) Fassett","","Elatinaceae"
"ELCA","","Elatine californica A. Gray","California waterwort","Elatinaceae"
"ELCA","ELCAW2","Elatine californica A. Gray var. williamsii (Rydb.) Fassett","","Elatinaceae"
"ELRU","","Elatine rubella Rydb.","southwestern waterwort","Elatinaceae"
"EPAS","","Ephedra aspera Engelm. ex S. Watson","rough jointfir","Ephedraceae"
"EPAS","EPCL2","Ephedra clokeyi Cutler","","Ephedraceae"
"EPAS","EPFA","Ephedra fasciculata A. Nelson","","Ephedraceae"
"EPAS","EPFAC","Ephedra fasciculata A. Nelson var. clokeyi (Cutler) Clokey","","Ephedraceae"
"EPAS","EPFAF2","Ephedra fasciculata A. Nelson var. fasciculata","","Ephedraceae"
"EPAS","EPNEA","Ephedra nevadensis S. Watson var. aspera (Engelm. ex S. Watson) L.D. Benson","","Ephedraceae"
"EPAS","EPRE3","Ephedra reedii Cory","","Ephedraceae"
"EPFU","","Ephedra funerea Coville & Morton","Death Valley jointfir","Ephedraceae"
"EPFU","EPCAF","Ephedra californica S. Watson var. funerea (Coville & Morton) L.D. Benson","","Ephedraceae"
"EPHED","","Ephedra L.","jointfir","Ephedraceae"
"EPNE","","Ephedra nevadensis S. Watson","Nevada jointfir","Ephedraceae"
"EPTO","","Ephedra torreyana S. Watson","Torrey's jointfir","Ephedraceae"
"EPTOT","","Ephedra torreyana S. Watson var. torreyana","Torrey's jointfir","Ephedraceae"
"EPVI","","Ephedra viridis Coville","mormon tea","Ephedraceae"
"EQAR","","Equisetum arvense L.","field horsetail","Equisetaceae"
"EQAR","EQARA","Equisetum arvense L. var. alpestre Wahlenb.","","Equisetaceae"
"EQAR","EQARB","Equisetum arvense L. var. boreale (Bong.) Rupr.","","Equisetaceae"
"EQAR","EQARC","Equisetum arvense L. var. campestre Wahlenb.","","Equisetaceae"
"EQAR","EQARR","Equisetum arvense L. var. riparium Farw.","","Equisetaceae"
"EQAR","EQCA","Equisetum calderi B. Boivin","","Equisetaceae"
"EQFE","","Equisetum ×ferrissii Clute (pro sp.) [hyemale × laevigatum]","","Equisetaceae"
"EQFE","EQHYE","Equisetum hyemale L. var. elatum (Engelm.) Morton","","Equisetaceae"
"EQFE","EQHYI","Equisetum hyemale L. var. intermedium A.A. Eaton","","Equisetaceae"
"EQFE","EQIN","Equisetum intermedium (A.A. Eaton) Rydb.","","Equisetaceae"
"EQHY","","Equisetum hyemale L.","scouringrush horsetail","Equisetaceae"
"EQHYA","","Equisetum hyemale L. var. affine (Engelm.) A.A. Eaton","scouringrush horsetail","Equisetaceae"
"EQHYA","EQAF","Equisetum affine Engelm.","","Equisetaceae"
"EQHYA","EQHYA2","Equisetum hyemale L. ssp. affine (Engelm.) Calder & Roy L. Taylor","","Equisetaceae"
"EQHYA","EQHYC","Equisetum hyemale L. var. californicum Milde","","Equisetaceae"
"EQHYA","EQHYP","Equisetum hyemale L. var. pseudohyemale (Farw.) Morton","","Equisetaceae"
"EQHYA","EQHYR","Equisetum hyemale L. var. robustum (A. Braun) A.A. Eaton","","Equisetaceae"
"EQHYA","EQPR3","Equisetum praealtum Raf.","","Equisetaceae"
"EQHYA","EQRO","Equisetum robustum A. Braun","","Equisetaceae"
"EQHYA","HIHY2","Hippochaete hyemalis (L.) Bruhin","","Equisetaceae"
"EQHYA","HIHYA","Hippochaete hyemalis (L.) Bruhin ssp. affinis (Engelm.) W.A. Weber","","Equisetaceae"
"EQLA","","Equisetum laevigatum A. Braun","smooth horsetail","Equisetaceae"
"EQLA","EQFU2","Equisetum funstonii A.A. Eaton","","Equisetaceae"
"EQLA","EQKA2","Equisetum kansanum Schaffn.","","Equisetaceae"
"EQLA","EQLAF","Equisetum laevigatum A. Braun ssp. funstonii (A.A. Eaton) Hartm.","","Equisetaceae"
"EQLA","HILA5","Hippochaete laevigata (A. Braun) Farw.","","Equisetaceae"
"EQUIS","","Equisetum L.","horsetail","Equisetaceae"
"ARCTO3","","Arctostaphylos Adans.","manzanita","Ericaceae"
"ARNE","","Arctostaphylos nevadensis A. Gray","pinemat manzanita","Ericaceae"
"ARNE","ARPUN2","Arctostaphylos pungens Kunth ssp. nevadensis (A. Gray) J.B. Roof","","Ericaceae"
"ARPA6","","Arctostaphylos patula Greene","greenleaf manzanita","Ericaceae"
"ARPA6","ARAC","Arctostaphylos acutifolia Eastw.","","Ericaceae"
"ARPA6","ARPAP","Arctostaphylos parryana Lemmon var. pinetorum (Rollins) Wies. & Schreib.","","Ericaceae"
"ARPA6","ARPAP2","Arctostaphylos patula Greene ssp. platyphylla (A. Gray) P.V. Wells","","Ericaceae"
"ARPA6","ARPAC","Arctostaphylos patula Greene var. coalescens W. Knight","","Ericaceae"
"ARPR","","Arctostaphylos pringlei Parry","Pringle manzanita","Ericaceae"
"ARPRP","","Arctostaphylos pringlei Parry ssp. pringlei","Pringle manzanita","Ericaceae"
"ARPU5","","Arctostaphylos pungens Kunth","pointleaf manzanita","Ericaceae"
"ARPU5","ARCH9","Arctostaphylos chaloneorum J.B. Roof","","Ericaceae"
"ARPU5","ARPS2","Arctostaphylos pseudopungens J.B. Roof","","Ericaceae"
"ARPU5","ARPUC2","Arctostaphylos pungens Kunth ssp. chaloneorum (J.B. Roof) J.B. Roof","","Ericaceae"
"ARUV","","Arctostaphylos uva-ursi (L.) Spreng.","kinnikinnick","Ericaceae"
"ARUV","ARAD3","Arctostaphylos adenotricha (Fernald & J.F. Macbr.) Á. Löve & D. Löve & Kapoor","","Ericaceae"
"ARUV","ARUVA2","Arctostaphylos uva-ursi (L.) Spreng. ssp. adenotricha (Fernald & J.F. Macbr.) Calder & Roy L. Taylor","","Ericaceae"
"ARUV","ARUVC3","Arctostaphylos uva-ursi (L.) Spreng. ssp. coactilis (Fernald & J.F. Macbr.) Á. Löve & D. Löve & Kapoor","","Ericaceae"
"ARUV","ARUVL","Arctostaphylos uva-ursi (L.) Spreng. ssp. longipilosa Packer & Denford","","Ericaceae"
"ARUV","ARUVM3","Arctostaphylos uva-ursi (L.) Spreng. ssp. monoensis J.B. Roof","","Ericaceae"
"ARUV","ARUVS2","Arctostaphylos uva-ursi (L.) Spreng. ssp. stipitata Packer & Denford","","Ericaceae"
"ARUV","ARUVA","Arctostaphylos uva-ursi (L.) Spreng. var. adenotricha Fernald & J.F. Macbr.","","Ericaceae"
"ARUV","ARUVC","Arctostaphylos uva-ursi (L.) Spreng. var. coactilis Fernald & J.F. Macbr.","","Ericaceae"
"ARUV","ARUVL2","Arctostaphylos uva-ursi (L.) Spreng. var. leobreweri J.B. Roof","","Ericaceae"
"ARUV","ARUVM2","Arctostaphylos uva-ursi (L.) Spreng. var. marinensis J.B. Roof","","Ericaceae"
"ARUV","ARUVP","Arctostaphylos uva-ursi (L.) Spreng. var. pacifica Hultén","","Ericaceae"
"ARUV","ARUVS4","Arctostaphylos uva-ursi (L.) Spreng. var. stipitata (Packer & Denford) Dorn","","Ericaceae"
"ARUV","ARUVS5","Arctostaphylos uva-ursi (L.) Spreng. var. suborbiculata W. Knight","","Ericaceae"
"ARUV","UVUV","Uva-Ursi uva-ursi (L.) Britton, nom. inval.","","Ericaceae"
"KALMI","","Kalmia L.","laurel","Ericaceae"
"KAMI","","Kalmia microphylla (Hook.) A. Heller","alpine laurel","Ericaceae"
"KAMI","KAMIO","Kalmia microphylla (Hook.) A. Heller ssp. occidentalis (Small) Roy L. Taylor & MacBryde","","Ericaceae"
"KAMI","KAMIO2","Kalmia microphylla (Hook.) A. Heller var. occidentalis (Small) Ebinger","","Ericaceae"
"KAMI","KAOC","Kalmia occidentalis Small","","Ericaceae"
"KAMI","KAPOM3","Kalmia polifolia Wangenh. ssp. microphylla (Hook.) Calder & Roy L. Taylor","","Ericaceae"
"KAMI","KAPOO","Kalmia polifolia Wangenh. ssp. occidentalis (Small) Abrams","","Ericaceae"
"KAMI","KAPOM2","Kalmia polifolia Wangenh. var. microphylla (Hook.) Rehder","","Ericaceae"
"LEDUM","","Ledum L.","Labrador tea","Ericaceae"
"LEGL","","Ledum glandulosum Nutt.","western Labrador tea","Ericaceae"
"LEGL","LEGLC","Ledum glandulosum Nutt. var. californicum (Kellogg) C.L. Hitchc.","","Ericaceae"
"LEGL","LEGRG3","Ledum groenlandicum Oeder ssp. glandulosum (Nutt.) Á. Löve & D. Löve","","Ericaceae"
"PHBR4","","Phyllodoce breweri (A. Gray) A. Heller","purple mountainheath","Ericaceae"
"PHYLL3","","Phyllodoce Salisb.","mountainheath","Ericaceae"
"VACCI","","Vaccinium L.","blueberry","Ericaceae"
"VACE","","Vaccinium cespitosum Michx.","dwarf bilberry","Ericaceae"
"VACE","VAAR2","Vaccinium arbuscula (A. Gray) Merriam","","Ericaceae"
"VACE","VACA13","Vaccinium caespitosum Michx., orth. var.","","Ericaceae"
"VACE","VACAA2","Vaccinium caespitosum Michx. var. arbuscula A. Gray, orth. var.","","Ericaceae"
"VACE","VACAC3","Vaccinium caespitosum Michx. var. caespitosum Michx., orth. var.","","Ericaceae"
"VACE","VACAP3","Vaccinium caespitosum Michx. var. paludicola (Camp) Hultén, orth. var.","","Ericaceae"
"VACE","VACEA","Vaccinium cespitosum Michx. var. arbuscula A. Gray","","Ericaceae"
"VACE","VACEC","Vaccinium cespitosum Michx. var. cespitosum","","Ericaceae"
"VACE","VACEP","Vaccinium cespitosum Michx. var. paludicola (Camp) Hultén","","Ericaceae"
"VACE","VANI3","Vaccinium nivictum Camp","","Ericaceae"
"VAMY2","","Vaccinium myrtillus L.","whortleberry","Ericaceae"
"VAMY2","VAMYO2","Vaccinium myrtillus L. ssp. oreophilum (Rydb.) Á. Löve & D. Löve & Kapoor","","Ericaceae"
"VAMY2","VAMYO","Vaccinium myrtillus L. var. oreophilum (Rydb.) Dorn","","Ericaceae"
"VAMY2","VAOR","Vaccinium oreophilum Rydb.","","Ericaceae"
"VASC","","Vaccinium scoparium Leiberg ex Coville","grouse whortleberry","Ericaceae"
"VAUL","","Vaccinium uliginosum L.","bog blueberry","Ericaceae"
"VAUL","VAOC","Vaccinium occidentale A. Gray","","Ericaceae"
"VAUL","VAULA","Vaccinium uliginosum L. ssp. alpinum (Bigelow) Hultén","","Ericaceae"
"VAUL","VAULG","Vaccinium uliginosum L. ssp. gaultherioides (Bigelow) S.B. Young","","Ericaceae"
"VAUL","VAULM","Vaccinium uliginosum L. ssp. microphyllum Lange","","Ericaceae"
"VAUL","VAULO","Vaccinium uliginosum L. ssp. occidentale (A. Gray) Hultén","","Ericaceae"
"VAUL","VAULP","Vaccinium uliginosum L. ssp. pedris (HarshA. Berger) S.B. Young","","Ericaceae"
"VAUL","VAULP2","Vaccinium uliginosum L. ssp. pubescens (Wormsk. ex Hornem.) S.B. Young","","Ericaceae"
"VAUL","VAULA2","Vaccinium uliginosum L. var. alpinum Bigelow","","Ericaceae"
"VAUL","VAULO2","Vaccinium uliginosum L. var. occidentale (A. Gray) H. Hara","","Ericaceae"
"VAUL","VAULS","Vaccinium uliginosum L. var. salicinum (Cham.) Hultén","","Ericaceae"
"ARCL2","","Argythamnia claryana Jeps.","desert silverbush","Euphorbiaceae"
"ARCL2","ARAD5","Argythamnia adenophora auct. non A. Gray","","Euphorbiaceae"
"ARCL2","DIAD4","Ditaxis adenophora auct. non (A. Gray) Pax & K. Hoffm.","","Euphorbiaceae"
"ARCL2","DICL4","Ditaxis claryana (Jeps.) G.L. Webster","","Euphorbiaceae"
"ARCY","","Argythamnia cyanophylla (Wooton & Standl.) J.W. Ingram","Charleston Mountain silverbush","Euphorbiaceae"
"ARCY","DICY4","Ditaxis cyanophylla Wooton & Standl.","","Euphorbiaceae"
"ARCY","DIDI10","Ditaxis diversiflora Clokey","","Euphorbiaceae"
"ARGYT","","Argythamnia P. Br.","silverbush","Euphorbiaceae"
"ARNE2","","Argythamnia neomexicana Müll. Arg.","New Mexico silverbush","Euphorbiaceae"
"ARNE2","DINE2","Ditaxis neomexicana (Müll. Arg.) A. Heller","","Euphorbiaceae"
"BEMY","","Bernardia myricifolia (Scheele) S. Watson","mouse's eye","Euphorbiaceae"
"BEMY","BEIN","Bernardia incana Morton","","Euphorbiaceae"
"BEMY","TYMY","Tyria myricifolia Scheele","","Euphorbiaceae"
"BERNA","","Bernardia Mill.","myrtlecroton","Euphorbiaceae"
"CHAB2","","Chamaesyce abramsiana (L.C. Wheeler) Koutnik","Abrams' sandmat","Euphorbiaceae"
"CHAB2","EUAB","Euphorbia abramsiana L.C. Wheeler","","Euphorbiaceae"
"CHAL11","","Chamaesyce albomarginata (Torr. & A. Gray) Small","whitemargin sandmat","Euphorbiaceae"
"CHAL11","EUAL4","Euphorbia albomarginata Torr. & A. Gray","","Euphorbiaceae"
"CHAMA15","","Chamaesyce Gray","sandmat","Euphorbiaceae"
"CHCH5","","Chamaesyce chaetocalyx (Boiss.) Wooton & Standl.","bristlecup sandmat","Euphorbiaceae"
"CHCHC3","","Chamaesyce chaetocalyx (Boiss.) Wooton & Standl. var. chaetocalyx","bristlecup sandmat","Euphorbiaceae"
"CHCHC3","CHFEC","Chamaesyce fendleri (Torr. & A. Gray) Small var. chaetocalyx (Boiss.) Shinners","","Euphorbiaceae"
"CHCHC3","EUCH10","Euphorbia chaetocalyx (Boiss.) Tidestr.","","Euphorbiaceae"
"CHCHC3","EUFEC","Euphorbia fendleri Torr. & A. Gray var. chaetocalyx Boiss.","","Euphorbiaceae"
"CHFE3","","Chamaesyce fendleri (Torr. & A. Gray) Small","Fendler's sandmat","Euphorbiaceae"
"CHFE3","EUFE2","Euphorbia fendleri Torr. & A. Gray","","Euphorbiaceae"
"CHFE3","EUFET2","Euphorbia fendleri Torr. & A. Gray var. typica L.C. Wheeler","","Euphorbiaceae"
"CHGL13","","Chamaesyce glyptosperma (Engelm.) Small","ribseed sandmat","Euphorbiaceae"
"CHGL13","EUGL3","Euphorbia glyptosperma Engelm.","","Euphorbiaceae"
"CHMA15","","Chamaesyce maculata (L.) Small","spotted sandmat","Euphorbiaceae"
"CHMA15","CHMA10","Chamaesyce mathewsii Small","","Euphorbiaceae"
"CHMA15","CHSU13","Chamaesyce supina (Raf.) H. Hara","","Euphorbiaceae"
"CHMA15","CHTR10","Chamaesyce tracyi Small","","Euphorbiaceae"
"CHMA15","EUMA7","Euphorbia maculata L.","","Euphorbiaceae"
"CHMA15","EURA13","Euphorbia rayturneri V.W. Steinm. & Jercinovic","","Euphorbiaceae"
"CHMA15","EUSU","Euphorbia supina Raf.","","Euphorbiaceae"
"CHMI7","","Chamaesyce micromera (Boiss. ex Engelm.) Wooton & Standl.","Sonoran sandmat","Euphorbiaceae"
"CHMI7","EUMI3","Euphorbia micromera Boiss. ex Engelm.","","Euphorbiaceae"
"CHOC","","Chamaesyce ocellata (Durand & Hilg.) Millsp.","Contura Creek sandmat","Euphorbiaceae"
"CHOCA","","Chamaesyce ocellata (Durand & Hilg.) Millsp. ssp. arenicola (Parish) Thorne","Contura Creek sandmat","Euphorbiaceae"
"CHOCA","CHOCA2","Chamaesyce ocellata (Durand & Hilg.) Millsp. var. arenicola (Parish) N.H. Holmgren & P.K. Holmgren","","Euphorbiaceae"
"CHOCA","EUOCA2","Euphorbia ocellata Durand & Hilg. ssp. arenicola (Parish) Oudejans","","Euphorbiaceae"
"CHOCA","EUOCA","Euphorbia ocellata Durand & Hilg. var. arenicola (Parish) Jeps.","","Euphorbiaceae"
"CHOCA","EUOCK","Euphorbia ocellata Durand & Hilg. var. kirbyi J.T. Howell","","Euphorbiaceae"
"CHPA28","","Chamaesyce parryi (Engelm.) Rydb.","Parry's sandmat","Euphorbiaceae"
"CHPA28","EUPA6","Euphorbia parryi Engelm.","","Euphorbiaceae"
