"Symbol","Synonym Symbol","Scientific Name with Author","National Common Name","Family"
"PHIN32","PHIN21","Philadelphus insignis Carrière, database artifact","","Hydrangeaceae"
"PHLE4","","Philadelphus lewisii Pursh","Lewis' mock orange","Hydrangeaceae"
"PHLE4","PHGO4","Philadelphus gordonianus Lindl.","","Hydrangeaceae"
"PHLE4","PHLEG","Philadelphus lewisii Pursh ssp. gordonianus (Lindl.) Munz","","Hydrangeaceae"
"PHLE4","PHLEA","Philadelphus lewisii Pursh var. angustifolius (Rydb.) Hu","","Hydrangeaceae"
"PHLE4","PHLEE","Philadelphus lewisii Pursh var. ellipticus Hu","","Hydrangeaceae"
"PHLE4","PHLEG2","Philadelphus lewisii Pursh var. gordonianus (Lindl.) Jeps.","","Hydrangeaceae"
"PHLE4","PHLEH","Philadelphus lewisii Pursh var. helleri (Rydb.) Hu","","Hydrangeaceae"
"PHLE4","PHLEI","Philadelphus lewisii Pursh var. intermedius (A. Nelson) Hu","","Hydrangeaceae"
"PHLE4","PHLEO","Philadelphus lewisii Pursh var. oblongifolius Hu","","Hydrangeaceae"
"PHLE4","PHLEP2","Philadelphus lewisii Pursh var. parvifolius Hu","","Hydrangeaceae"
"PHLE4","PHLEP3","Philadelphus lewisii Pursh var. platyphyllus (Rydb.) Hu","","Hydrangeaceae"
"PHMI4","","Philadelphus microphyllus A. Gray","littleleaf mock orange","Hydrangeaceae"
"PHMI4","PHMIO4","Philadelphus microphyllus A. Gray ssp. occidentalis (A. Nelson) C.L. Hitchc.","","Hydrangeaceae"
"PHMI4","PHMIS","Philadelphus microphyllus A. Gray ssp. stramineus (Rydb.) C.L. Hitchc.","","Hydrangeaceae"
"PHMI4","PHMIT","Philadelphus microphyllus A. Gray ssp. typicus C.L. Hitchc.","","Hydrangeaceae"
"PHMI4","PHMIL","Philadelphus microphyllus A. Gray var. linearis Hu","","Hydrangeaceae"
"PHMI4","PHMIM2","Philadelphus microphyllus A. Gray var. minutus (Rydb.) Hu","","Hydrangeaceae"
"PHMI4","PHMIO3","Philadelphus microphyllus A. Gray var. occidentalis (A. Nelson) Dorn","","Hydrangeaceae"
"PHMI4","PHMIO2","Philadelphus microphyllus A. Gray var. ovatus Hu","","Hydrangeaceae"
"PHMI4","PHOC2","Philadelphus occidentalis A. Nelson","","Hydrangeaceae"
"PHMI4","PHOCO","Philadelphus occidentalis A. Nelson var. occidentalis","","Hydrangeaceae"
"PHMI4","PHST10","Philadelphus stramineus Rydb.","","Hydrangeaceae"
"PHOR4","","Philadelphus oreganus Nutt. ex Torr. & A. Gray","Oregon mock orange","Hydrangeaceae"
"PHPU15","","Philadelphus pumilus Rydb.","dwarf mock orange","Hydrangeaceae"
"PHPUO","","Philadelphus pumilus Rydb. var. ovatus Hu","dwarf mock orange","Hydrangeaceae"
"PHPUP2","","Philadelphus pumilus Rydb. var. pumilus","dwarf mock orange","Hydrangeaceae"
"PHPUP2","PHMIP","Philadelphus microphyllus A. Gray ssp. pumilus (Rydb.) C.L. Hitchc.","","Hydrangeaceae"
"PHSE2","","Philadelphus serpyllifolius A. Gray","thymeleaf mock orange","Hydrangeaceae"
"PHTR3","","Philadelphus trichothecus Hu","Columbian mock orange","Hydrangeaceae"
"WHIPP","","Whipplea Torr.","whipplea","Hydrangeaceae"
"WHMO","","Whipplea modesta Torr.","common whipplea","Hydrangeaceae"
"EGDE","","Egeria densa Planch.","Brazilian waterweed","Hydrocharitaceae"
"EGDE","ANDE8","Anacharis densa (Planch.) Vict.","","Hydrocharitaceae"
"EGDE","ELDE3","Elodea densa (Planch.) Caspary","","Hydrocharitaceae"
"EGDE","PHDE5","Philotria densa (Planch.) Small & H. St. John","","Hydrocharitaceae"
"EGERI","","Egeria Planch.","egeria","Hydrocharitaceae"
"ELCA7","","Elodea canadensis Michx.","Canadian waterweed","Hydrocharitaceae"
"ELCA7","ANCA22","Anacharis canadensis (Michx.) Planch.","","Hydrocharitaceae"
"ELCA7","ANCAP4","Anacharis canadensis (Michx.) Planch. var. planchonii (Caspary) Vict.","","Hydrocharitaceae"
"ELCA7","ELBR3","Elodea brandegeeae H. St. John","","Hydrocharitaceae"
"ELCA7","ELIO3","Elodea ioensis Wylie","","Hydrocharitaceae"
"ELCA7","ELLI","Elodea linearis (Rydb.) H. St. John","","Hydrocharitaceae"
"ELCA7","ELPL","Elodea planchonii Caspary","","Hydrocharitaceae"
"ELCA7","PHCA23","Philotria canadensis (Michx.) Britton","","Hydrocharitaceae"
"ELCA7","PHLI10","Philotria linearis Rydb.","","Hydrocharitaceae"
"ELNU2","","Elodea nuttallii (Planch.) H. St. John","western waterweed","Hydrocharitaceae"
"ELNU2","ANNU7","Anacharis nuttallii Planch.","","Hydrocharitaceae"
"ELNU2","ANOC7","Anacharis occidentalis (Pursh) Vict.","","Hydrocharitaceae"
"ELNU2","ELCO5","Elodea columbiana H. St. John","","Hydrocharitaceae"
"ELNU2","ELMI5","Elodea minor (Engelm. ex Caspary) Farw.","","Hydrocharitaceae"
"ELNU2","ELOC","Elodea occidentalis (Pursh) H. St. John","","Hydrocharitaceae"
"ELNU2","PHAN14","Philotria angustifolia (Muhl.) Britton ex Rydb.","","Hydrocharitaceae"
"ELNU2","PHMI11","Philotria minor (Engelm. ex Caspary) Small","","Hydrocharitaceae"
"ELNU2","PHNU","Philotria nuttallii (Planch.) Rydb.","","Hydrocharitaceae"
"ELNU2","PHOC3","Philotria occidentalis (Pursh) House","","Hydrocharitaceae"
"ELNU2","UDVEM","Udora verticillata (L. f.) Spreng. var. minor Engelm. ex Caspary","","Hydrocharitaceae"
"ELODE","","Elodea Michx.","waterweed","Hydrocharitaceae"
"HYDRI","","Hydrilla Rich.","hydrilla","Hydrocharitaceae"
"HYVE3","","Hydrilla verticillata (L. f.) Royle","waterthyme","Hydrocharitaceae"
"LILA7","","Limnobium laevigatum (Humb. & Bonpl. ex Willd.) Heine","West Indian spongeplant","Hydrocharitaceae"
"LILA7","HYLA11","Hydromystria laevigata (Humb. & Bonpl. ex Willd.) Hunziker","","Hydrocharitaceae"
"LILA7","HYST","Hydromystria stolonifera G. Mey.","","Hydrocharitaceae"
"LILA7","LISPL","Limnobium spongia (Bosc) Rich. ex Steud. ssp. laevigatum (Humb. & Bonpl. ex Willd.) Lowden","","Hydrocharitaceae"
"LILA7","LIST4","Limnobium stoloniferum (G. Mey.) Griseb.","","Hydrocharitaceae"
"LILA7","SALA14","Salvinia laevigata Humb. & Bonpl. ex Willd.","","Hydrocharitaceae"
"LIMNO","","Limnobium Rich.","spongeplant","Hydrocharitaceae"
"OTAL","","Ottelia alismoides (L.) Pers.","ducklettuce","Hydrocharitaceae"
"OTAL","STAL8","Stratiotes alismoides L.","","Hydrocharitaceae"
"OTTEL","","Ottelia Pers.","ottelia","Hydrocharitaceae"
"VAAM3","","Vallisneria americana Michx.","American eelgrass","Hydrocharitaceae"
"VAAM3","VAAS2","Vallisneria asiatica Michx.","","Hydrocharitaceae"
"VAAM3","VANE2","Vallisneria neotropicalis Vict.","","Hydrocharitaceae"
"VAAM3","VASP","Vallisneria spiralis auct. non L.","","Hydrocharitaceae"
"VAAM3","VASPA","Vallisneria spiralis L. var. asiatica (Michx.) Torr.","","Hydrocharitaceae"
"VALLI","","Vallisneria L.","eelgrass","Hydrocharitaceae"
"DRAPE","","Draperia Torr.","draperia","Hydrophyllaceae"
"DRSY","","Draperia systyla (A. Gray) Torr. ex A. Gray","violet draperia","Hydrophyllaceae"
"EMMEN","","Emmenanthe Benth.","whisperingbells","Hydrophyllaceae"
"EMPE","","Emmenanthe penduliflora Benth.","whisperingbells","Hydrophyllaceae"
"EMPEP","","Emmenanthe penduliflora Benth. var. penduliflora","whisperingbells","Hydrophyllaceae"
"EMPER","","Emmenanthe penduliflora Benth. var. rosea Brand","whisperingbells","Hydrophyllaceae"
"EMPER","EMRO","Emmenanthe rosea (Brand) Constance","","Hydrophyllaceae"
"ERAL12","","Eriodictyon altissimum P.V. Wells","Indian Knob mountainbalm","Hydrophyllaceae"
"ERAN2","","Eriodictyon angustifolium Nutt.","narrowleaf yerba santa","Hydrophyllaceae"
"ERAN2","ERANA","Eriodictyon angustifolium Nutt. var. amplifolium Brand","","Hydrophyllaceae"
"ERCA6","","Eriodictyon californicum (Hook. & Arn.) Torr.","California yerba santa","Hydrophyllaceae"
"ERCA7","","Eriodictyon capitatum Eastw.","Lompoc yerba santa","Hydrophyllaceae"
"ERCR2","","Eriodictyon crassifolium Benth.","thickleaf yerba santa","Hydrophyllaceae"
"ERCRC","","Eriodictyon crassifolium Benth. var. crassifolium","thickleaf yerba santa","Hydrophyllaceae"
"ERCRN","","Eriodictyon crassifolium Benth. var. nigrescens Brand","thickleaf yerba santa","Hydrophyllaceae"
"ERCRN","ERCRD","Eriodictyon crassifolium Benth. var. denudatum Abrams","","Hydrophyllaceae"
"ERIOD","","Eriodictyon Benth.","yerba santa","Hydrophyllaceae"
"ERPA7","","Eriodictyon parryi (A. Gray) Greene","poodle-dog bush","Hydrophyllaceae"
"ERPA7","NAPA6","Nama parryi A. Gray","","Hydrophyllaceae"
"ERPA7","TUPA2","Turricula parryi (A. Gray) J.F. Macbr.","","Hydrophyllaceae"
"ERTO","","Eriodictyon tomentosum Benth.","woolly yerba santa","Hydrophyllaceae"
"ERTR6","","Eriodictyon traskiae Eastw.","Pacific yerba santa","Hydrophyllaceae"
"ERTR6","ERTOT","Eriodictyon tomentosum Benth. ssp. traskiae (Eastw.) Munz","","Hydrophyllaceae"
"ERTR6","ERTRS","Eriodictyon traskiae Eastw. ssp. smithii Munz","","Hydrophyllaceae"
"ERTR7","","Eriodictyon trichocalyx A. Heller","hairy yerba santa","Hydrophyllaceae"
"ERTRL2","","Eriodictyon trichocalyx A. Heller var. lanatum (Brand) Jeps.","hairy yerba santa","Hydrophyllaceae"
"ERTRL2","ERLA11","Eriodictyon lanatum (Brand) Abrams","","Hydrophyllaceae"
"ERTRL2","ERTRL","Eriodictyon trichocalyx A. Heller ssp. lanatum (Brand) Munz","","Hydrophyllaceae"
"ERTRT4","","Eriodictyon trichocalyx A. Heller var. trichocalyx","hairy yerba santa","Hydrophyllaceae"
"EUCH","","Eucrypta chrysanthemifolia (Benth.) Greene","spotted hideseed","Hydrophyllaceae"
"EUCHB","","Eucrypta chrysanthemifolia (Benth.) Greene var. bipinnatifida (Torr.) Constance","spotted hideseed","Hydrophyllaceae"
"EUCHC","","Eucrypta chrysanthemifolia (Benth.) Greene var. chrysanthemifolia","spotted hideseed","Hydrophyllaceae"
"EUCRY","","Eucrypta Nutt.","hideseed","Hydrophyllaceae"
"EUMI2","","Eucrypta micrantha (Torr.) A. Heller","dainty desert hideseed","Hydrophyllaceae"
"HECA7","","Hesperochiron californicus (Benth.) S. Watson","California hesperochiron","Hydrophyllaceae"
"HECA7","HECAI","Hesperochiron californicus (Benth.) S. Watson var. incanus (Greene) Brand","","Hydrophyllaceae"
"HECA7","HECAW","Hesperochiron californicus (Benth.) S. Watson var. watsonianus (Greene) Brand","","Hydrophyllaceae"
"HECA7","HELA14","Hesperochiron lasianthus (Greene) H. St. John","","Hydrophyllaceae"
"HEPU6","","Hesperochiron pumilus (Douglas ex Griseb.) Porter","dwarf hesperochiron","Hydrophyllaceae"
"HEPU6","HEVI8","Hesperochiron villosulus (Greene) Suksd.","","Hydrophyllaceae"
"HESPE4","","Hesperochiron S. Watson","hesperochiron","Hydrophyllaceae"
"HODA2","","Howellanthus dalesianus (J.T. Howell) Walden & R.Patt.","Scott Mountain phacelia","Hydrophyllaceae"
"HODA2","PHDA","Phacelia dalesiana J.T. Howell","","Hydrophyllaceae"
"HOWEL3","","Howellanthus (Constance) Walden & R. Patt.","Howell's phacelia","Hydrophyllaceae"
"HYCA4","","Hydrophyllum capitatum Douglas ex Benth.","ballhead waterleaf","Hydrophyllaceae"
"HYCAA","","Hydrophyllum capitatum Douglas ex Benth. var. alpinum S. Watson","alpine waterleaf","Hydrophyllaceae"
"HYDRO4","","Hydrophyllum L.","waterleaf","Hydrophyllaceae"
"HYFE","","Hydrophyllum fendleri (A. Gray) A. Heller","Fendler's waterleaf","Hydrophyllaceae"
"HYFEA","","Hydrophyllum fendleri (A. Gray) A. Heller var. albifrons (A. Heller) J.F. Macbr.","white waterleaf","Hydrophyllaceae"
"HYFEA","HYCO18","Hydrophyllum congestum Wiegand","","Hydrophyllaceae"
"HYOC","","Hydrophyllum occidentale (S. Watson) A. Gray","western waterleaf","Hydrophyllaceae"
"HYOC","HYOCW","Hydrophyllum occidentale (S. Watson) A. Gray var. watsonii A. Gray","","Hydrophyllaceae"
"HYTE","","Hydrophyllum tenuipes A. Heller","Pacific waterleaf","Hydrophyllaceae"
"HYTE","HYVI8","Hydrophyllum viridulum G.N. Jones","","Hydrophyllaceae"
"NAAR","","Nama aretioides (Hook. & Arn.) Brand","ground nama","Hydrophyllaceae"
"NAARC2","","Nama aretioides (Hook. & Arn.) Brand var. californicum (Brand) Jeps.","ground nama","Hydrophyllaceae"
"NAARM","","Nama aretioides (Hook. & Arn.) Brand var. multiflorum (A. Heller) Jeps.","ground nama","Hydrophyllaceae"
"NACA3","","Nama californicum (A. Gray) Bacon","California fiddleleaf","Hydrophyllaceae"
"NACA3","LECA","Lemmonia californica A. Gray","","Hydrophyllaceae"
"NADE","","Nama demissum A. Gray","purplemat","Hydrophyllaceae"
"NADE2","","Nama densum Lemmon","leafy nama","Hydrophyllaceae"
"NADE3","","Nama depressum Lemmon ex A. Gray","depressed fiddleleaf","Hydrophyllaceae"
"NADEC","","Nama demissum A. Gray var. covillei Brand","Coville's purplemat","Hydrophyllaceae"
"NADED","","Nama demissum A. Gray var. demissum","purplemat","Hydrophyllaceae"
"NADED","NADED3","Nama demissum A. Gray var. deserti Brand","","Hydrophyllaceae"
"NADED2","","Nama densum Lemmon var. densum","leafy fiddleleaf","Hydrophyllaceae"
"NADEP","","Nama densum Lemmon var. parviflorum (Greenm.) C.L. Hitchc.","leafy fiddleleaf","Hydrophyllaceae"
"NADI","","Nama dichotomum (Ruiz & Pav.) Choisy","wishbone fiddleleaf","Hydrophyllaceae"
"NADI","NADID2","Nama dichotomum (Ruiz & Pav.) Choisy var. dichotomum","","Hydrophyllaceae"
"NAHI","","Nama hispidum A. Gray","bristly nama","Hydrophyllaceae"
"NAHI","NAFO2","Nama foliosum (Wooton & Standl.) Tidestr.","","Hydrophyllaceae"
"NAHI","NAHIM","Nama hispidum A. Gray var. mentzelii Brand","","Hydrophyllaceae"
"NAHI","NAHIR","Nama hispidum A. Gray var. revolutum Jeps.","","Hydrophyllaceae"
"NAHI","NAHIS2","Nama hispidum A. Gray var. spathulatum (Torr.) C.L. Hitchc.","","Hydrophyllaceae"
"NAHI","NATE","Nama tenue (Wooton & Standl.) Tidestr.","","Hydrophyllaceae"
"NALO","","Nama lobbii A. Gray","Lobb's fiddleleaf","Hydrophyllaceae"
"NAMA4","","Nama L.","fiddleleaf","Hydrophyllaceae"
"NAPU","","Nama pusillum Lemmon ex A. Gray","eggleaf fiddleleaf","Hydrophyllaceae"
"NARO","","Nama rothrockii A. Gray","Rothrock's fiddleleaf","Hydrophyllaceae"
"NAST","","Nama stenocarpum A. Gray","mud fiddleleaf","Hydrophyllaceae"
"NEBR","","Nemophila breviflora A. Gray","basin nemophila","Hydrophyllaceae"
"NEHE","","Nemophila heterophylla Fisch. & C.A. Mey.","small baby blue eyes","Hydrophyllaceae"
"NEHE","NEHET","Nemophila heterophylla Fisch. & C.A. Mey. var. tenera (Eastw.) A. Nelson & J.F. Macbr.","","Hydrophyllaceae"
"NEMA","","Nemophila maculata Benth. ex Lindl.","fivespot","Hydrophyllaceae"
"NEME","","Nemophila menziesii Hook. & Arn.","baby blue eyes","Hydrophyllaceae"
"NEMEA","","Nemophila menziesii Hook. & Arn. var. atomaria (Fisch. & C.A. Mey.) Chandler","baby blue eyes","Hydrophyllaceae"
"NEMEA","NEMEA2","Nemophila menziesii Hook. & Arn. ssp. atomaria (Fisch. & C.A. Mey.) Brand","","Hydrophyllaceae"
"NEMEI","","Nemophila menziesii Hook. & Arn. var. integrifolia Parish","baby blue eyes","Hydrophyllaceae"
"NEMEI","NEMEA6","Nemophila menziesii Hook. & Arn. ssp. australis Brand","","Hydrophyllaceae"
"NEMEI","NEMEI2","Nemophila menziesii Hook. & Arn. ssp. integrifolia (Parish) Munz","","Hydrophyllaceae"
"NEMEI","NEMEA3","Nemophila menziesii Hook. & Arn. var. annulata Chandler","","Hydrophyllaceae"
"NEMEI","NEMEI3","Nemophila menziesii Hook. & Arn. var. incana Brand","","Hydrophyllaceae"
"NEMEI","NEMEI4","Nemophila menziesii Hook. & Arn. var. intermedia (Bioletti) Brand","","Hydrophyllaceae"
"NEMEI","NEMER","Nemophila menziesii Hook. & Arn. var. rotata (Eastw.) Chandler","","Hydrophyllaceae"
"NEMEM","","Nemophila menziesii Hook. & Arn. var. menziesii","baby blue eyes","Hydrophyllaceae"
"NEMEM","NEMEI5","Nemophila menziesii Hook. & Arn. ssp. insignis (Benth.) Brand","","Hydrophyllaceae"
"NEMEM","NEMED","Nemophila menziesii Hook. & Arn. var. discoidalis (Lem.) Voss","","Hydrophyllaceae"
"NEMEM","NEMEV","Nemophila menziesii Hook. & Arn. var. venosa (Jeps.) Brand","","Hydrophyllaceae"
"NEMOP","","Nemophila Nutt.","baby blue eyes","Hydrophyllaceae"
"NEPA","","Nemophila parviflora Douglas ex Benth.","smallflower nemophila","Hydrophyllaceae"
"NEPAA","","Nemophila parviflora Douglas ex Benth. var. austiniae (Eastw.) Brand","smallflower nemophila","Hydrophyllaceae"
"NEPAP","","Nemophila parviflora Douglas ex Benth. var. parviflora","smallflower nemophila","Hydrophyllaceae"
"NEPAQ","","Nemophila parviflora Douglas ex Benth. var. quercifolia (Eastw.) Chandler","smallflower nemophila","Hydrophyllaceae"
"NEPE","","Nemophila pedunculata Douglas ex Benth.","littlefoot nemophila","Hydrophyllaceae"
"NEPU2","","Nemophila pulchella Eastw.","Eastwood's baby blue eyes","Hydrophyllaceae"
"NEPUF","","Nemophila pulchella Eastw. var. fremontii (Elmer) Constance","Fremont's baby blue eyes","Hydrophyllaceae"
"NEPUG","","Nemophila pulchella Eastw. var. gracilis (Eastw.) Constance","Eastwood's baby blue eyes","Hydrophyllaceae"
"NEPUP2","","Nemophila pulchella Eastw. var. pulchella","Eastwood's baby blue eyes","Hydrophyllaceae"
"NESP","","Nemophila spatulata Coville","Sierra baby blue eyes","Hydrophyllaceae"
"PHACE","","Phacelia Juss.","phacelia","Hydrophyllaceae"
"PHAD","","Phacelia adenophora J.T. Howell","glandular yellow phacelia","Hydrophyllaceae"
"PHAD","MIGL9","Miltitzia glandulifera (Torr. ex S. Watson) A. Heller","","Hydrophyllaceae"
"PHAD","PHLUG","Phacelia lutea (Hook. & Arn.) J.T. Howell var. glandulifera (Torr. ex S. Watson) Cronquist","","Hydrophyllaceae"
"PHAF","","Phacelia affinis A. Gray","limestone phacelia","Hydrophyllaceae"
"PHAF","PHAFP","Phacelia affinis A. Gray var. patens J.T. Howell","","Hydrophyllaceae"
"PHAM","","Phacelia amabilis Constance","Saline Valley phacelia","Hydrophyllaceae"
"PHAN","","Phacelia anelsonii J.F. Macbr.","Aven Nelson's phacelia","Hydrophyllaceae"
"PHAR","","Phacelia argentea A. Nelson & J.F. Macbr.","sanddune phacelia","Hydrophyllaceae"
"PHAU","","Phacelia austromontana J.T. Howell","Southern Sierra phacelia","Hydrophyllaceae"
"PHAU","PHHUL","Phacelia humilis Torr. & A. Gray var. lobata Davidson","","Hydrophyllaceae"
"PHAU","PHLO8","Phacelia lobata (Davidson) Jeps.","","Hydrophyllaceae"
"PHAU4","","Pholistoma auritum (Lindl.) Lilja","blue fiestaflower","Hydrophyllaceae"
"PHAUA","","Pholistoma auritum (Lindl.) Lilja var. arizonicum (M.E. Jones) Constance","Arizona fiestaflower","Hydrophyllaceae"
"PHAUA2","","Pholistoma auritum (Lindl.) Lilja var. auritum","blue fiestaflower","Hydrophyllaceae"
"PHBA","","Phacelia barnebyana J.T. Howell","Barneby's phacelia","Hydrophyllaceae"
"PHBI","","Phacelia bicolor Torr. ex S. Watson","twocolor phacelia","Hydrophyllaceae"
"PHBI","PHBIB2","Phacelia bicolor Torr. ex S. Watson var. bicolor","","Hydrophyllaceae"
"PHBO","","Phacelia bolanderi A. Gray","Bolander's phacelia","Hydrophyllaceae"
"PHBR","","Phacelia brachyloba (Benth.) A. Gray","shortlobe phacelia","Hydrophyllaceae"
"PHBR2","","Phacelia breweri A. Gray","Brewer's phacelia","Hydrophyllaceae"
"PHCA","","Phacelia californica Cham.","California phacelia","Hydrophyllaceae"
"PHCA2","","Phacelia calthifolia Brand","calthaleaf phacelia","Hydrophyllaceae"
"PHCA3","","Phacelia campanularia A. Gray","desertbells","Hydrophyllaceae"
"PHCAC2","","Phacelia campanularia A. Gray ssp. campanularia","desertbells","Hydrophyllaceae"
"PHCAV","","Phacelia campanularia A. Gray ssp. vasiformis G.W. Gillett","desertbells","Hydrophyllaceae"
"PHCI","","Phacelia cicutaria Greene","caterpillar phacelia","Hydrophyllaceae"
"PHCI2","","Phacelia ciliata Benth.","Great Valley phacelia","Hydrophyllaceae"
"PHCIC","","Phacelia cicutaria Greene var. cicutaria","caterpillar phacelia","Hydrophyllaceae"
"PHCIC2","","Phacelia ciliata Benth. var. ciliata","Great Valley phacelia","Hydrophyllaceae"
"PHCIH2","","Phacelia cicutaria Greene var. hispida (A. Gray) J.T. Howell","caterpillar phacelia","Hydrophyllaceae"
"PHCIH2","PHCIH4","Phacelia cicutaria Greene ssp. hispida (A. Gray) R.M. Beauch. ex Thorne","","Hydrophyllaceae"
"PHCIO","","Phacelia ciliata Benth. var. opaca J.T. Howell","Great Valley phacelia","Hydrophyllaceae"
"PHCO","","Phacelia coerulea Greene","skyblue phacelia","Hydrophyllaceae"
"PHCO","PHCA43","Phacelia caerulea Greene, orth. var.","","Hydrophyllaceae"
"PHCO","PHIN2","Phacelia intermedia Wooton p.p.","","Hydrophyllaceae"
"PHCO18","","Phacelia congdonii Greene","Congdon's phacelia","Hydrophyllaceae"
"PHCO18","PHDIC","Phacelia divaricata (Benth.) A. Gray var. congdonii (Greene) Munz","","Hydrophyllaceae"
"PHCO20","","Phacelia cookei Constance & Heckard","Cooke's phacelia","Hydrophyllaceae"
"PHCO3","","Phacelia corymbosa Jeps.","serpentine phacelia","Hydrophyllaceae"
"PHCR","","Phacelia crenulata Torr. ex S. Watson","cleftleaf wildheliotrope","Hydrophyllaceae"
"PHCR2","","Phacelia cryptantha Greene","hiddenflower phacelia","Hydrophyllaceae"
"PHCR2","PHCRD","Phacelia cryptantha Greene var. derivata J. Voss","","Hydrophyllaceae"
"PHCRA2","","Phacelia crenulata Torr. ex S. Watson var. ambigua (M.E. Jones) J.F. Macbr.","purplestem phacelia","Hydrophyllaceae"
"PHCRA2","PHAM8","Phacelia ambigua M.E. Jones","","Hydrophyllaceae"
"PHCRC3","","Phacelia crenulata Torr. ex S. Watson var. crenulata","cleftleaf wildheliotrope","Hydrophyllaceae"
"PHCRC3","PHCRF","Phacelia crenulata Torr. ex S. Watson var. funerea J. Voss ex Munz","","Hydrophyllaceae"
"PHCRC3","PHCRV2","Phacelia crenulata Torr. ex S. Watson var. vulgaris Brand","","Hydrophyllaceae"
"PHCRM","","Phacelia crenulata Torr. ex S. Watson var. minutiflora (J. Voss) Jeps.","cleftleaf wildheliotrope","Hydrophyllaceae"
"PHCRM","PHAMM","Phacelia ambigua M.E. Jones var. minutiflora (J. Voss) N.D. Atwood","","Hydrophyllaceae"
"PHCRM","PHMI9","Phacelia minutiflora J. Voss","","Hydrophyllaceae"
"PHCU","","Phacelia curvipes Torr. ex S. Watson","Washoe phacelia","Hydrophyllaceae"
"PHDA3","","Phacelia davidsonii A. Gray","Davidson's phacelia","Hydrophyllaceae"
"PHDA3","PHCUM","Phacelia curvipes Torr. ex S. Watson var. macrantha (Parish) Munz","","Hydrophyllaceae"
"PHDI","","Phacelia distans Benth.","distant phacelia","Hydrophyllaceae"
"PHDI","PHCI3","Phacelia cinerea Eastw. ex J.F. Macbr.","","Hydrophyllaceae"
"PHDI","PHDIA","Phacelia distans Benth. var. australis Brand","","Hydrophyllaceae"
"PHDI2","","Phacelia divaricata (Benth.) A. Gray","divaricate phacelia","Hydrophyllaceae"
"PHDO","","Phacelia douglasii (Benth.) Torr.","Douglas' phacelia","Hydrophyllaceae"
"PHDOD","","Phacelia douglasii (Benth.) Torr. var. douglasii","Douglas' phacelia","Hydrophyllaceae"
"PHDOP","","Phacelia douglasii (Benth.) Torr. var. petrophila Jeps.","rockloving phacelia","Hydrophyllaceae"
"PHEG","","Phacelia egena (Greene ex Brand) Greene ex J.T. Howell","Kaweah River phacelia","Hydrophyllaceae"
"PHEG","PHMA13","Phacelia magellanica (Lam.) Coville p.p.","","Hydrophyllaceae"
"PHEI","","Phacelia eisenii Brandegee","Eisen's phacelia","Hydrophyllaceae"
"PHEI","PHEIB","Phacelia eisenii Brandegee var. brandegeeana J.T. Howell","","Hydrophyllaceae"
"PHEX","","Phacelia exilis (A. Gray) G.L. Lee","Transverse Range phacelia","Hydrophyllaceae"
"PHEX","PHMOE","Phacelia mohavensis A. Gray var. exilis A. Gray","","Hydrophyllaceae"
"PHFL","","Phacelia floribunda Greene","southern island phacelia","Hydrophyllaceae"
"PHFR2","","Phacelia fremontii Torr.","Fremont's phacelia","Hydrophyllaceae"
"PHGE2","","Phacelia geraniifolia Brand","geraniumleaf phacelia","Hydrophyllaceae"
"PHGE2","PHPEJ","Phacelia perityloides Coville var. jaegeri Munz","","Hydrophyllaceae"
"PHGL2","","Phacelia glandulifera Piper","sticky phacelia","Hydrophyllaceae"
"PHGL2","PHIVG","Phacelia ivesiana Torr. var. glandulifera (Piper) A. Nelson & J.F. Macbr.","","Hydrophyllaceae"
"PHGR","","Phacelia grandiflora (Benth.) A. Gray","largeflower phacelia","Hydrophyllaceae"
"PHGR2","","Phacelia greenei J.T. Howell","Scott Valley phacelia","Hydrophyllaceae"
"PHGR3","","Phacelia grisea A. Gray","Santa Lucia phacelia","Hydrophyllaceae"
"PHGY","","Phacelia gymnoclada Torr. ex S. Watson","nakedstem phacelia","Hydrophyllaceae"
"PHGY","PHCR5","Phacelia crassifolia Torr. ex S. Watson","","Hydrophyllaceae"
"PHHA","","Phacelia hastata Douglas ex Lehm.","silverleaf phacelia","Hydrophyllaceae"
"PHHAC3","","Phacelia hastata Douglas ex Lehm. var. compacta (Brand) Cronquist","compact phacelia","Hydrophyllaceae"
"PHHAC3","PHFR3","Phacelia frigida Greene","","Hydrophyllaceae"
"PHHAC3","PHHAC","Phacelia hastata Douglas ex Lehm. ssp. compacta (Brand) Heckard","","Hydrophyllaceae"
"PHHAD","","Phacelia hastata Douglas ex Lehm. var. dasyphylla (Greene ex J.F. Macbr.) Kartesz & Gandhi","spearshaped phacelia","Hydrophyllaceae"
"PHHAD","PHDA6","Phacelia dasyphylla Greene ex J.F. Macbr.","","Hydrophyllaceae"
"PHHAD","PHFRD","Phacelia frigida Greene ssp. dasyphylla (Greene ex J.F. Macbr.) Heckard","","Hydrophyllaceae"
"PHHAD","PHHED","Phacelia heterophylla Pursh var. dasyphylla Greene ex J.F. Macbr.","","Hydrophyllaceae"
"PHHAH","","Phacelia hastata Douglas ex Lehm. var. hastata","silverleaf phacelia","Hydrophyllaceae"
"PHHAH","PHAL11","Phacelia alpina Rydb.","","Hydrophyllaceae"
"PHHAH","PHHAH2","Phacelia hastata Douglas ex Lehm. ssp. hastata","","Hydrophyllaceae"
